0,10,20,30,40,50,60,70,80,90,100,110,120
17.0,20.33333333333337,26.66666666666663,27.33333333333337,31.0,34.33333333333337,33.66666666666663,30.33333333333337,22.66666666666663,23.0,32.66666666666663,24.0,26.0
19.0,16.33333333333337,29.66666666666663,35.33333333333337,39.0,33.33333333333337,33.66666666666663,30.33333333333337,24.66666666666663,18.0,33.66666666666663,22.0,24.0
12.0,33.33333333333337,36.66666666666663,38.33333333333337,45.0,41.33333333333337,42.66666666666663,47.33333333333337,30.66666666666663,29.0,37.66666666666663,29.0,33.0
